latitude,longitude,altitude,deviceTime,fixTime,attributes.distance,attributes.totalDistance,attributes.batteryLevel,speed,date,time,datetime,partday
-0.185531,-78.491817,2814.056434631348,2020-05-20T10:41:35.000+0000,2020-05-20T10:41:35.000+0000,0.0,47315.15,99.0,0.0,2020-05-20,10:41:35,2020-05-20 10:41:35+00:00,0
-0.185531,-78.491817,2814.042762756348,2020-05-20T10:46:36.000+0000,2020-05-20T10:46:36.000+0000,0.0,47315.15,99.0,0.0,2020-05-20,10:46:36,2020-05-20 10:46:36+00:00,0
-0.185531,-78.491817,2813.990028381348,2020-05-20T10:51:36.000+0000,2020-05-20T10:51:36.000+0000,0.0,47315.15,99.0,0.0,2020-05-20,10:51:36,2020-05-20 10:51:36+00:00,0
-0.185531,-78.491817,2814.727821350098,2020-05-20T10:56:37.000+0000,2020-05-20T10:56:37.000+0000,0.0,47315.15,99.0,0.0,2020-05-20,10:56:37,2020-05-20 10:56:37+00:00,0
-0.185531,-78.491817,2814.857948303223,2020-05-20T11:01:38.000+0000,2020-05-20T11:01:38.000+0000,0.0,47315.15,98.0,0.0,2020-05-20,11:01:38,2020-05-20 11:01:38+00:00,3
-0.185531,-78.491817,2814.934852600098,2020-05-20T11:06:38.000+0000,2020-05-20T11:06:38.000+0000,0.0,47315.15,98.0,0.0,2020-05-20,11:06:38,2020-05-20 11:06:38+00:00,3
-0.185531,-78.491817,2815.062049865723,2020-05-20T11:11:39.000+0000,2020-05-20T11:11:39.000+0000,0.0,47315.15,98.0,0.0,2020-05-20,11:11:39,2020-05-20 11:11:39+00:00,3
-0.185531,-78.491817,2815.166786193848,2020-05-20T11:16:39.000+0000,2020-05-20T11:16:39.000+0000,0.0,47315.15,98.0,0.0,2020-05-20,11:16:39,2020-05-20 11:16:39+00:00,3
-0.185531,-78.491817,2815.376502990723,2020-05-20T11:21:40.000+0000,2020-05-20T11:21:40.000+0000,0.0,47315.15,97.0,0.0,2020-05-20,11:21:40,2020-05-20 11:21:40+00:00,3
-0.185531,-78.491817,2815.607460021973,2020-05-20T11:26:40.000+0000,2020-05-20T11:26:40.000+0000,0.0,47315.15,97.0,0.0,2020-05-20,11:26:40,2020-05-20 11:26:40+00:00,3
-0.185531,-78.491817,2815.736122131348,2020-05-20T11:31:41.000+0000,2020-05-20T11:31:41.000+0000,0.0,47315.15,97.0,0.0,2020-05-20,11:31:41,2020-05-20 11:31:41+00:00,3
-0.185531,-78.491817,2815.840126037598,2020-05-20T11:36:42.000+0000,2020-05-20T11:36:42.000+0000,0.0,47315.15,97.0,0.0,2020-05-20,11:36:42,2020-05-20 11:36:42+00:00,3
-0.185531,-78.491817,2815.893592834473,2020-05-20T11:41:42.000+0000,2020-05-20T11:41:42.000+0000,0.0,47315.15,96.0,0.0,2020-05-20,11:41:42,2020-05-20 11:41:42+00:00,3
-0.185531,-78.491817,2815.941688537598,2020-05-20T11:46:42.000+0000,2020-05-20T11:46:42.000+0000,0.0,47315.15,96.0,0.0,2020-05-20,11:46:42,2020-05-20 11:46:42+00:00,3
-0.185531,-78.491817,2815.978553771973,2020-05-20T11:51:43.000+0000,2020-05-20T11:51:43.000+0000,0.0,47315.15,96.0,0.0,2020-05-20,11:51:43,2020-05-20 11:51:43+00:00,3
-0.185531,-78.491817,2816.000038146973,2020-05-20T11:56:43.000+0000,2020-05-20T11:56:43.000+0000,0.0,47315.15,95.0,0.0,2020-05-20,11:56:43,2020-05-20 11:56:43+00:00,3
-0.185531,-78.491817,2815.993690490723,2020-05-20T12:01:44.000+0000,2020-05-20T12:01:44.000+0000,0.0,47315.15,95.0,0.0,2020-05-20,12:01:44,2020-05-20 12:01:44+00:00,1
-0.185481,-78.491877,2818.333290100098,2020-05-20T12:06:45.000+0000,2020-05-20T12:06:45.000+0000,8.69,47323.84,95.0,0.0,2020-05-20,12:06:45,2020-05-20 12:06:45+00:00,1
-0.185476,-78.491887,2817.640907287598,2020-05-20T12:11:46.000+0000,2020-05-20T12:11:46.000+0000,1.24,47325.08,95.0,0.0,2020-05-20,12:11:46,2020-05-20 12:11:46+00:00,1
-0.185481,-78.491875,2815.523719787598,2020-05-20T12:16:46.000+0000,2020-05-20T12:16:46.000+0000,1.45,47326.53,94.0,0.0,2020-05-20,12:16:46,2020-05-20 12:16:46+00:00,1
-0.185479,-78.491835,2813.553504943848,2020-05-20T12:21:47.000+0000,2020-05-20T12:21:47.000+0000,4.46,47330.99,94.0,0.0,2020-05-20,12:21:47,2020-05-20 12:21:47+00:00,1
-0.185459,-78.491819,2809.910438537598,2020-05-20T12:26:48.000+0000,2020-05-20T12:26:48.000+0000,2.85,47333.84,94.0,0.0,2020-05-20,12:26:48,2020-05-20 12:26:48+00:00,1
-0.185452,-78.491825,2809.875526428223,2020-05-20T12:31:48.000+0000,2020-05-20T12:31:48.000+0000,1.03,47334.87,94.0,0.0,2020-05-20,12:31:48,2020-05-20 12:31:48+00:00,1
-0.185452,-78.491825,2810.973915100098,2020-05-20T12:36:49.000+0000,2020-05-20T12:36:49.000+0000,0.0,47334.87,93.0,0.0,2020-05-20,12:36:49,2020-05-20 12:36:49+00:00,1
-0.18547,-78.491826,2811.473426818848,2020-05-20T12:41:50.000+0000,2020-05-20T12:41:50.000+0000,2.01,47336.88,93.0,0.0,2020-05-20,12:41:50,2020-05-20 12:41:50+00:00,1
-0.185463,-78.491831,2810.884559631348,2020-05-20T12:46:50.000+0000,2020-05-20T12:46:50.000+0000,0.96,47337.84,93.0,0.0,2020-05-20,12:46:50,2020-05-20 12:46:50+00:00,1
-0.18546,-78.491804,2809.935096740723,2020-05-20T12:51:50.000+0000,2020-05-20T12:51:50.000+0000,3.02,47340.86,92.0,0.0,2020-05-20,12:51:50,2020-05-20 12:51:50+00:00,1
-0.18546,-78.491804,2810.077919006348,2020-05-20T12:56:51.000+0000,2020-05-20T12:56:51.000+0000,0.0,47340.86,92.0,0.0,2020-05-20,12:56:51,2020-05-20 12:56:51+00:00,1
-0.18546,-78.491804,2810.082069396973,2020-05-20T13:01:52.000+0000,2020-05-20T13:01:52.000+0000,0.0,47340.86,92.0,0.0,2020-05-20,13:01:52,2020-05-20 13:01:52+00:00,1
-0.18546,-78.491804,2810.364051818848,2020-05-20T13:06:52.000+0000,2020-05-20T13:06:52.000+0000,0.0,47340.86,91.0,0.0,2020-05-20,13:06:52,2020-05-20 13:06:52+00:00,1
-0.185466,-78.491791,2809.750526428223,2020-05-20T13:11:53.000+0000,2020-05-20T13:11:53.000+0000,1.59,47342.45,91.0,0.0,2020-05-20,13:11:53,2020-05-20 13:11:53+00:00,1
-0.185466,-78.491791,2811.183387756348,2020-05-20T13:16:54.000+0000,2020-05-20T13:16:54.000+0000,0.0,47342.45,91.0,0.0,2020-05-20,13:16:54,2020-05-20 13:16:54+00:00,1
-0.185466,-78.491791,2811.283485412598,2020-05-20T13:21:54.000+0000,2020-05-20T13:21:54.000+0000,0.0,47342.45,90.0,0.0,2020-05-20,13:21:54,2020-05-20 13:21:54+00:00,1
-0.185466,-78.491791,2810.054237365723,2020-05-20T13:26:54.000+0000,2020-05-20T13:26:54.000+0000,0.0,47342.45,90.0,0.0,2020-05-20,13:26:54,2020-05-20 13:26:54+00:00,1
-0.185466,-78.491791,2810.815467834473,2020-05-20T13:31:55.000+0000,2020-05-20T13:31:55.000+0000,0.0,47342.45,90.0,0.0,2020-05-20,13:31:55,2020-05-20 13:31:55+00:00,1
-0.185466,-78.491791,2811.436561584473,2020-05-20T13:36:55.000+0000,2020-05-20T13:36:55.000+0000,0.0,47342.45,89.0,0.0,2020-05-20,13:36:55,2020-05-20 13:36:55+00:00,1
-0.185466,-78.491791,2810.260780334473,2020-05-20T13:41:56.000+0000,2020-05-20T13:41:56.000+0000,0.0,47342.45,88.0,0.0,2020-05-20,13:41:56,2020-05-20 13:41:56+00:00,1
-0.185458,-78.491806,2812.514930725098,2020-05-20T13:46:57.000+0000,2020-05-20T13:46:57.000+0000,1.89,47344.34,87.0,0.0,2020-05-20,13:46:57,2020-05-20 13:46:57+00:00,1
-0.184661,-78.492243,2812.757606506348,2020-05-20T13:51:57.000+0000,2020-05-20T13:51:57.000+0000,101.18,47445.52,86.0,13.10148115509033,2020-05-20,13:51:57,2020-05-20 13:51:57+00:00,1
-0.18537,-78.491721,2813.803749084473,2020-05-20T13:56:57.000+0000,2020-05-20T13:56:57.000+0000,98.01,47543.53,85.0,0.4082063872551918,2020-05-20,13:56:57,2020-05-20 13:56:57+00:00,1
-0.185404,-78.491764,2812.429969787598,2020-05-20T14:01:58.000+0000,2020-05-20T14:01:58.000+0000,6.1,47549.63,85.0,0.0,2020-05-20,14:01:58,2020-05-20 14:01:58+00:00,1
-0.185206,-78.491743,2808.248085021973,2020-05-20T14:06:58.000+0000,2020-05-20T14:06:58.000+0000,22.16,47571.79,85.0,0.0,2020-05-20,14:06:58,2020-05-20 14:06:58+00:00,1
-0.185081,-78.491658,2814.603553771973,2020-05-20T14:11:58.000+0000,2020-05-20T14:11:58.000+0000,16.83,47588.62,83.0,0.0,2020-05-20,14:11:58,2020-05-20 14:11:58+00:00,1
-0.185027,-78.491727,2823.826210021973,2020-05-20T14:16:58.000+0000,2020-05-20T14:16:58.000+0000,9.75,47598.37,82.0,0.0,2020-05-20,14:16:58,2020-05-20 14:16:58+00:00,1
-0.185162,-78.491798,2805.485107421875,2020-05-20T14:22:04.000+0000,2020-05-20T14:22:04.000+0000,16.98,47615.35,81.0,0.0,2020-05-20,14:22:04,2020-05-20 14:22:04+00:00,1
-0.185171,-78.491768,2804.590576171875,2020-05-20T14:27:05.000+0000,2020-05-20T14:27:05.000+0000,3.49,47618.84,80.0,0.0,2020-05-20,14:27:05,2020-05-20 14:27:05+00:00,1
-0.18513,-78.491809,2805.794189453125,2020-05-20T14:32:11.000+0000,2020-05-20T14:32:11.000+0000,6.45,47625.29,80.0,0.0,2020-05-20,14:32:11,2020-05-20 14:32:11+00:00,1
-0.185121,-78.491833,2804.763916015625,2020-05-20T14:37:14.000+0000,2020-05-20T14:37:14.000+0000,2.85,47628.14,80.0,0.0,2020-05-20,14:37:14,2020-05-20 14:37:14+00:00,1
-0.185134,-78.491913,2806.804481506348,2020-05-20T14:42:14.000+0000,2020-05-20T14:42:14.000+0000,9.02,47637.16,79.0,0.0,2020-05-20,14:42:14,2020-05-20 14:42:14+00:00,1
-0.185136,-78.491907,2806.812782287598,2020-05-20T14:47:14.000+0000,2020-05-20T14:47:14.000+0000,0.7,47637.86,79.0,0.0,2020-05-20,14:47:14,2020-05-20 14:47:14+00:00,1
-0.185179,-78.491721,2805.333778381348,2020-05-20T14:52:14.000+0000,2020-05-20T14:52:14.000+0000,21.25,47659.11,77.0,2.215977572193146,2020-05-20,14:52:14,2020-05-20 14:52:14+00:00,1
-0.185122,-78.491696,2810.192909240723,2020-05-20T14:57:15.000+0000,2020-05-20T14:57:15.000+0000,6.93,47666.04,76.0,0.0,2020-05-20,14:57:15,2020-05-20 14:57:15+00:00,1
-0.185054,-78.491684,2813.682167053223,2020-05-20T15:02:16.000+0000,2020-05-20T15:02:16.000+0000,7.69,47673.73,75.0,0.0,2020-05-20,15:02:16,2020-05-20 15:02:16+00:00,1
-0.185086,-78.491725,2818.613807678223,2020-05-20T15:07:17.000+0000,2020-05-20T15:07:17.000+0000,5.79,47679.52,73.0,0.0,2020-05-20,15:07:17,2020-05-20 15:07:17+00:00,1
-0.185016,-78.491796,2810.893104553223,2020-05-20T15:12:17.000+0000,2020-05-20T15:12:17.000+0000,11.1,47690.62,72.0,0.0,2020-05-20,15:12:17,2020-05-20 15:12:17+00:00,1
-0.18504,-78.491747,2813.243690490723,2020-05-20T15:17:18.000+0000,2020-05-20T15:17:18.000+0000,6.07,47696.69,72.0,0.97192,2020-05-20,15:17:18,2020-05-20 15:17:18+00:00,1
-0.185116,-78.491753,2813.824501037598,2020-05-20T15:22:18.000+0000,2020-05-20T15:22:18.000+0000,8.49,47705.18,71.0,0.894166416220665,2020-05-20,15:22:18,2020-05-20 15:22:18+00:00,1
-0.185074,-78.491851,2814.928016662598,2020-05-20T15:27:19.000+0000,2020-05-20T15:27:19.000+0000,11.87,47717.05,69.0,0.2915760115861893,2020-05-20,15:27:19,2020-05-20 15:27:19+00:00,1
-0.185051,-78.491617,2812.655555725098,2020-05-20T15:32:20.000+0000,2020-05-20T15:32:20.000+0000,26.17,47743.22,69.0,0.0,2020-05-20,15:32:20,2020-05-20 15:32:20+00:00,1
-0.185119,-78.491845,2811.751747131348,2020-05-20T15:37:20.000+0000,2020-05-20T15:37:20.000+0000,26.49,47769.71,68.0,0.0,2020-05-20,15:37:20,2020-05-20 15:37:20+00:00,1
-0.185063,-78.491751,2813.218055725098,2020-05-20T15:42:20.000+0000,2020-05-20T15:42:20.000+0000,12.18,47781.89,67.0,0.0,2020-05-20,15:42:20,2020-05-20 15:42:20+00:00,1
-0.185017,-78.491747,2809.402381896973,2020-05-20T15:47:21.000+0000,2020-05-20T15:47:21.000+0000,5.14,47787.03,65.0,0.4082063872551918,2020-05-20,15:47:21,2020-05-20 15:47:21+00:00,1
-0.185131,-78.49164,2808.111610412598,2020-05-20T15:52:21.000+0000,2020-05-20T15:52:21.000+0000,17.4,47804.43,63.0,0.0,2020-05-20,15:52:21,2020-05-20 15:52:21+00:00,1
-0.185639,-78.491795,2801.996620178223,2020-05-20T15:57:21.000+0000,2020-05-20T15:57:21.000+0000,59.12,47863.55,62.0,1.244057572193146,2020-05-20,15:57:21,2020-05-20 15:57:21+00:00,1
-0.1855,-78.491845,2811.503456115723,2020-05-20T16:02:21.000+0000,2020-05-20T16:02:21.000+0000,16.44,47879.99,61.0,0.0,2020-05-20,16:02:21,2020-05-20 16:02:21+00:00,1
-0.185058,-78.49174,2814.614051818848,2020-05-20T16:07:22.000+0000,2020-05-20T16:07:22.000+0000,50.57,47930.56,58.99999618530273,0.0,2020-05-20,16:07:22,2020-05-20 16:07:22+00:00,1
-0.185074,-78.491719,2812.397010803223,2020-05-20T16:12:22.000+0000,2020-05-20T16:12:22.000+0000,2.94,47933.5,58.0,0.0,2020-05-20,16:12:22,2020-05-20 16:12:22+00:00,1
-0.185165,-78.491798,2819.180458068848,2020-05-20T16:17:22.000+0000,2020-05-20T16:17:22.000+0000,13.41,47946.91,56.0,0.0,2020-05-20,16:17:22,2020-05-20 16:17:22+00:00,1
-0.185116,-78.491695,2810.226600646973,2020-05-20T16:22:23.000+0000,2020-05-20T16:22:23.000+0000,12.7,47959.61,57.0,0.9913583814620972,2020-05-20,16:22:23,2020-05-20 16:22:23+00:00,1
-0.185162,-78.491671,2814.074745178223,2020-05-20T16:27:23.000+0000,2020-05-20T16:27:23.000+0000,5.78,47965.39,58.99999618530273,0.563713583779335,2020-05-20,16:27:23,2020-05-20 16:27:23+00:00,1
-0.185214,-78.491766,2804.014198303223,2020-05-20T16:32:24.000+0000,2020-05-20T16:32:24.000+0000,12.06,47977.45,62.0,0.8552895953655243,2020-05-20,16:32:24,2020-05-20 16:32:24+00:00,1
-0.185103,-78.491571,2814.095008850098,2020-05-20T16:37:25.000+0000,2020-05-20T16:37:25.000+0000,24.98,48002.43,64.0,0.0,2020-05-20,16:37:25,2020-05-20 16:37:25+00:00,1
-0.185118,-78.491607,2806.966102600098,2020-05-20T16:42:26.000+0000,2020-05-20T16:42:26.000+0000,4.34,48006.77,67.0,0.0,2020-05-20,16:42:26,2020-05-20 16:42:26+00:00,1
-0.1851,-78.491649,2811.196815490723,2020-05-20T16:47:26.000+0000,2020-05-20T16:47:26.000+0000,5.09,48011.86,70.0,0.0,2020-05-20,16:47:26,2020-05-20 16:47:26+00:00,1
-0.18518,-78.491688,2811.691200256348,2020-05-20T16:52:26.000+0000,2020-05-20T16:52:26.000+0000,9.91,48021.77,73.0,0.0,2020-05-20,16:52:26,2020-05-20 16:52:26+00:00,1
-0.185162,-78.491673,2810.677772521973,2020-05-20T16:57:27.000+0000,2020-05-20T16:57:27.000+0000,2.61,48024.38,75.0,0.0,2020-05-20,16:57:27,2020-05-20 16:57:27+00:00,1
-0.185201,-78.491677,2808.700477600098,2020-05-20T17:02:27.000+0000,2020-05-20T17:02:27.000+0000,4.36,48028.74,78.0,0.0,2020-05-20,17:02:27,2020-05-20 17:02:27+00:00,3
-0.185181,-78.491683,2809.378456115723,2020-05-20T17:07:27.000+0000,2020-05-20T17:07:27.000+0000,2.32,48031.06,81.0,0.0,2020-05-20,17:07:27,2020-05-20 17:07:27+00:00,3
-0.185196,-78.491696,2810.431190490723,2020-05-20T17:12:28.000+0000,2020-05-20T17:12:28.000+0000,2.21,48033.27,83.0,0.0,2020-05-20,17:12:28,2020-05-20 17:12:28+00:00,3
-0.185196,-78.491696,2811.877479553223,2020-05-20T17:17:28.000+0000,2020-05-20T17:17:28.000+0000,0.0,48033.27,86.0,0.0,2020-05-20,17:17:28,2020-05-20 17:17:28+00:00,3
-0.185196,-78.491696,2812.099159240723,2020-05-20T17:22:28.000+0000,2020-05-20T17:22:28.000+0000,0.0,48033.27,88.0,0.0,2020-05-20,17:22:28,2020-05-20 17:22:28+00:00,3
-0.185196,-78.491696,2812.071815490723,2020-05-20T17:27:29.000+0000,2020-05-20T17:27:29.000+0000,0.0,48033.27,90.0,0.0,2020-05-20,17:27:29,2020-05-20 17:27:29+00:00,3
-0.185196,-78.491696,2811.945350646973,2020-05-20T17:32:29.000+0000,2020-05-20T17:32:29.000+0000,0.0,48033.27,93.0,0.0,2020-05-20,17:32:29,2020-05-20 17:32:29+00:00,3
-0.185157,-78.491684,2810.945838928223,2020-05-20T17:37:29.000+0000,2020-05-20T17:37:29.000+0000,4.54,48037.81,94.0,0.0,2020-05-20,17:37:29,2020-05-20 17:37:29+00:00,3
-0.185135,-78.491673,2810.982215881348,2020-05-20T17:42:29.000+0000,2020-05-20T17:42:29.000+0000,2.74,48040.55,96.0,0.0,2020-05-20,17:42:29,2020-05-20 17:42:29+00:00,3
-0.185135,-78.491673,2811.257850646973,2020-05-20T17:47:30.000+0000,2020-05-20T17:47:30.000+0000,0.0,48040.55,97.0,0.0,2020-05-20,17:47:30,2020-05-20 17:47:30+00:00,3
-0.185101,-78.491658,2813.853797912598,2020-05-20T17:52:30.000+0000,2020-05-20T17:52:30.000+0000,4.14,48044.69,97.0,0.0,2020-05-20,17:52:30,2020-05-20 17:52:30+00:00,3
-0.185263,-78.49177,2805.827430725098,2020-05-20T17:57:30.000+0000,2020-05-20T17:57:30.000+0000,21.92,48066.61,98.0,2.682499190731049,2020-05-20,17:57:30,2020-05-20 17:57:30+00:00,3
-0.18524,-78.4918,2811.471717834473,2020-05-20T18:02:31.000+0000,2020-05-20T18:02:31.000+0000,4.21,48070.82,99.0,0.0,2020-05-20,18:02:31,2020-05-20 18:02:31+00:00,2
-0.185172,-78.491832,2810.574501037598,2020-05-20T18:07:31.000+0000,2020-05-20T18:07:31.000+0000,8.37,48079.19,99.0,0.0,2020-05-20,18:07:31,2020-05-20 18:07:31+00:00,2
-0.185172,-78.491832,2806.722206115723,2020-05-20T18:12:31.000+0000,2020-05-20T18:12:31.000+0000,0.0,48079.19,99.0,0.0,2020-05-20,18:12:31,2020-05-20 18:12:31+00:00,2
-0.185172,-78.491832,2807.857215881348,2020-05-20T18:17:32.000+0000,2020-05-20T18:17:32.000+0000,0.0,48079.19,97.0,0.0,2020-05-20,18:17:32,2020-05-20 18:17:32+00:00,2
-0.185171,-78.491823,2807.138710021973,2020-05-20T18:22:33.000+0000,2020-05-20T18:22:33.000+0000,1.01,48080.2,94.0,0.0,2020-05-20,18:22:33,2020-05-20 18:22:33+00:00,2
-0.185171,-78.491823,2806.487098693848,2020-05-20T18:27:33.000+0000,2020-05-20T18:27:33.000+0000,0.0,48080.2,92.0,0.0,2020-05-20,18:27:33,2020-05-20 18:27:33+00:00,2
-0.185166,-78.491822,2807.939979553223,2020-05-20T18:32:33.000+0000,2020-05-20T18:32:33.000+0000,0.57,48080.77,91.0,0.0,2020-05-20,18:32:33,2020-05-20 18:32:33+00:00,2
-0.185165,-78.491821,2808.883827209473,2020-05-20T18:37:39.000+0000,2020-05-20T18:37:39.000+0000,0.16,48080.93,89.0,0.0,2020-05-20,18:37:39,2020-05-20 18:37:39+00:00,2
-0.1851,-78.491797,2807.065185546875,2020-05-20T18:42:42.000+0000,2020-05-20T18:42:42.000+0000,7.71,48088.64,88.0,0.0,2020-05-20,18:42:42,2020-05-20 18:42:42+00:00,2
-0.1851,-78.491669,2806.2294921875,2020-05-20T18:47:48.000+0000,2020-05-20T18:47:48.000+0000,14.25,48102.89,87.0,8.104625421097898e-07,2020-05-20,18:47:48,2020-05-20 18:47:48+00:00,2
-0.185165,-78.491724,2805.675048828125,2020-05-20T18:52:49.000+0000,2020-05-20T18:52:49.000+0000,9.48,48112.37,85.0,0.0,2020-05-20,18:52:49,2020-05-20 18:52:49+00:00,2
-0.185075,-78.491915,2809.205810546875,2020-05-20T18:57:53.000+0000,2020-05-20T18:57:53.000+0000,23.5,48135.87,84.0,0.0,2020-05-20,18:57:53,2020-05-20 18:57:53+00:00,2
-0.185024,-78.491905,2810.1455078125,2020-05-20T19:02:59.000+0000,2020-05-20T19:02:59.000+0000,5.79,48141.66,84.0,0.0,2020-05-20,19:02:59,2020-05-20 19:02:59+00:00,2
-0.185065,-78.491668,2810.1181640625,2020-05-20T19:08:04.000+0000,2020-05-20T19:08:04.000+0000,26.77,48168.43,83.0,0.0,2020-05-20,19:08:04,2020-05-20 19:08:04+00:00,2
-0.185071,-78.491883,2809.415771484375,2020-05-20T19:13:09.000+0000,2020-05-20T19:13:09.000+0000,23.94,48192.37,83.0,0.0,2020-05-20,19:13:09,2020-05-20 19:13:09+00:00,2
-0.185058,-78.491788,2809.4638671875,2020-05-20T19:18:12.000+0000,2020-05-20T19:18:12.000+0000,10.67,48203.04,83.0,0.0,2020-05-20,19:18:12,2020-05-20 19:18:12+00:00,2
-0.18509,-78.49173,2810.4853515625,2020-05-20T19:23:18.000+0000,2020-05-20T19:23:18.000+0000,7.37,48210.41,82.0,0.0,2020-05-20,19:23:18,2020-05-20 19:23:18+00:00,2
-0.184952,-78.491712,2810.521034240723,2020-05-20T19:28:18.000+0000,2020-05-20T19:28:18.000+0000,15.49,48225.9,81.0,2.526991907310486,2020-05-20,19:28:18,2020-05-20 19:28:18+00:00,2
-0.184971,-78.4917,2810.639930725098,2020-05-20T19:33:19.000+0000,2020-05-20T19:33:19.000+0000,2.5,48228.4,79.0,1.341249595365524,2020-05-20,19:33:19,2020-05-20 19:33:19+00:00,2
-0.184985,-78.491808,2810.392822265625,2020-05-20T19:38:20.000+0000,2020-05-20T19:38:20.000+0000,12.12,48240.52,78.0,0.0,2020-05-20,19:38:20,2020-05-20 19:38:20+00:00,2
-0.184983,-78.491667,2805.487586975098,2020-05-20T19:43:20.000+0000,2020-05-20T19:43:20.000+0000,15.7,48256.22,76.0,0.0,2020-05-20,19:43:20,2020-05-20 19:43:20+00:00,2
-0.184978,-78.491687,2805.985633850098,2020-05-20T19:48:20.000+0000,2020-05-20T19:48:20.000+0000,2.29,48258.51,75.0,0.0,2020-05-20,19:48:20,2020-05-20 19:48:20+00:00,2
-0.184978,-78.491687,2805.940467834473,2020-05-20T19:53:20.000+0000,2020-05-20T19:53:20.000+0000,0.0,48258.51,74.0,0.0,2020-05-20,19:53:20,2020-05-20 19:53:20+00:00,2
-0.184978,-78.491687,2806.021034240723,2020-05-20T19:58:21.000+0000,2020-05-20T19:58:21.000+0000,0.0,48258.51,72.0,0.0,2020-05-20,19:58:21,2020-05-20 19:58:21+00:00,2
-0.184978,-78.491687,2805.855262756348,2020-05-20T20:03:21.000+0000,2020-05-20T20:03:21.000+0000,0.0,48258.51,71.0,0.0,2020-05-20,20:03:21,2020-05-20 20:03:21+00:00,2
-0.184996,-78.491728,2805.972206115723,2020-05-20T20:08:21.000+0000,2020-05-20T20:08:21.000+0000,4.98,48263.49,70.0,0.0,2020-05-20,20:08:21,2020-05-20 20:08:21+00:00,2
-0.184996,-78.491728,2806.103309631348,2020-05-20T20:13:21.000+0000,2020-05-20T20:13:21.000+0000,0.0,48263.49,68.0,0.0,2020-05-20,20:13:21,2020-05-20 20:13:21+00:00,2
-0.184996,-78.491728,2806.240516662598,2020-05-20T20:18:22.000+0000,2020-05-20T20:18:22.000+0000,0.0,48263.49,67.0,0.0,2020-05-20,20:18:22,2020-05-20 20:18:22+00:00,2
-0.185013,-78.491745,2806.298622131348,2020-05-20T20:23:22.000+0000,2020-05-20T20:23:22.000+0000,2.68,48266.17,66.0,0.0,2020-05-20,20:23:22,2020-05-20 20:23:22+00:00,2
-0.185013,-78.491745,2806.213905334473,2020-05-20T20:28:22.000+0000,2020-05-20T20:28:22.000+0000,0.0,48266.17,64.0,0.0,2020-05-20,20:28:22,2020-05-20 20:28:22+00:00,2
-0.185013,-78.491745,2806.130409240723,2020-05-20T20:33:23.000+0000,2020-05-20T20:33:23.000+0000,0.0,48266.17,63.0,0.0,2020-05-20,20:33:23,2020-05-20 20:33:23+00:00,2
-0.18497,-78.491759,2806.527137756348,2020-05-20T20:38:23.000+0000,2020-05-20T20:38:23.000+0000,5.03,48271.2,61.0,0.0,2020-05-20,20:38:23,2020-05-20 20:38:23+00:00,2
-0.185329,-78.491676,2805.368896484375,2020-05-20T20:43:25.000+0000,2020-05-20T20:43:25.000+0000,41.02,48312.22,60.00000381469727,2.854725783108438e-06,2020-05-20,20:43:25,2020-05-20 20:43:25+00:00,2
-0.184984,-78.491617,2805.427490234375,2020-05-20T20:48:26.000+0000,2020-05-20T20:48:26.000+0000,38.96,48351.18,58.99999618530273,3.340604214147684e-07,2020-05-20,20:48:26,2020-05-20 20:48:26+00:00,2
-0.185017,-78.491702,2805.75146484375,2020-05-20T20:53:26.000+0000,2020-05-20T20:53:26.000+0000,10.15,48361.33,58.99999618530273,1.156688170522663e-08,2020-05-20,20:53:26,2020-05-20 20:53:26+00:00,2
-0.184938,-78.491699,2806.418495178223,2020-05-20T20:58:27.000+0000,2020-05-20T20:58:27.000+0000,8.8,48370.13,58.0,0.0,2020-05-20,20:58:27,2020-05-20 20:58:27+00:00,2
-0.184928,-78.491701,2806.476844787598,2020-05-20T21:03:28.000+0000,2020-05-20T21:03:28.000+0000,1.14,48371.27,58.0,0.0,2020-05-20,21:03:28,2020-05-20 21:03:28+00:00,2
-0.184928,-78.491701,2806.766151428223,2020-05-20T21:08:29.000+0000,2020-05-20T21:08:29.000+0000,0.0,48371.27,57.0,0.0,2020-05-20,21:08:29,2020-05-20 21:08:29+00:00,2
-0.184923,-78.491714,2807.298377990723,2020-05-20T21:13:29.000+0000,2020-05-20T21:13:29.000+0000,1.55,48372.82,56.0,0.0,2020-05-20,21:13:29,2020-05-20 21:13:29+00:00,2
-0.184996,-78.491717,2808.580848693848,2020-05-20T21:18:29.000+0000,2020-05-20T21:18:29.000+0000,8.13,48380.95,55.0,0.0,2020-05-20,21:18:29,2020-05-20 21:18:29+00:00,2
-0.185083,-78.491732,2811.091835021973,2020-05-20T21:23:30.000+0000,2020-05-20T21:23:30.000+0000,9.83,48390.78,54.00000381469727,0.0,2020-05-20,21:23:30,2020-05-20 21:23:30+00:00,2
-0.185104,-78.491714,2812.901405334473,2020-05-20T21:28:30.000+0000,2020-05-20T21:28:30.000+0000,3.08,48393.86,52.0,0.0,2020-05-20,21:28:30,2020-05-20 21:28:30+00:00,2
-0.185104,-78.491714,2811.602088928223,2020-05-20T21:33:30.000+0000,2020-05-20T21:33:30.000+0000,0.0,48393.86,50.0,0.0,2020-05-20,21:33:30,2020-05-20 21:33:30+00:00,2
